Cliente,Sexo,Edad,Empresa,Salario,Saldo_cuenta,Saldo_ahorros,Saldo_inversion,Deudor_tarjeta,Deudas,Distrito
64805,M,33,Privada,"4034,8","1167,27",0,0,"3617,05",1,SAO MATEUS
65131,F,33,Privada,"6024,7","-69,54",0,0,"2842,09",1,JABAQUARA
65157,M,34,Privada,"13036,5","1052,52","17368,45","12521,21",0,0,PINHEIROS
65253,F,32,Pública,5211,"914,16",0,0,"2620,18",0,FREGUESIA-BRASILANDIA
65308,F,31,Pública,"5914,7","796,28","16216,41","10443,38",0,0,SANTO AMARO
65339,F,30,Privada,5467,"1028,98",0,0,"253,3",0,ERMELINO MATARAZZO
65340,M,32,Pública,"6357,6","787,98",0,0,"1898,5",0,BUTANTA
65436,M,33,Pública,"5957,6","654,19","16273,25","7555,46",0,0,LAPA
66148,F,31,Privada,"6984,9","863,64",0,0,"2118,35",0,IPIRANGA
66435,M,32,Privada,"3867,5","883,67",0,0,3554,1,CAPELA DO SOCORRO
66513,F,32,Pública,5507,"801,81",0,0,"1951,59",1,PENHA
66563,F,31,Pública,5313,"697,75",0,0,"2147,9",0,FREGUESIA-BRASILANDIA
66631,F,33,Privada,"4263,2","632,2",0,0,0,0,JACANA-TREMEMBE
66738,M,39,Privada,"8164,8","1158,59",0,0,"1794,73",0,BUTANTA
66933,M,32,Privada,"3976,7","797,22",0,0,0,0,SAO MIGUEL
67012,M,36,Privada,"4912,8","835,19",0,0,1292,0,GUAIANASES
67717,F,33,Pública,5472,"483,08",0,0,725,0,ITAIM PAULISTA
67760,M,31,Pública,"3736,6","799,29",0,0,"804,74",0,SAO MATEUS
67827,M,29,Pública,5311,"952,51",0,0,"2677,69",0,PENHA
68116,M,33,Privada,"7485,4","1190,94",0,0,"1504,97",1,IPIRANGA
68209,F,30,Privada,"5727,7","326,47",0,0,"2166,79",0,JABAQUARA
68287,F,29,Privada,"3595,2","754,88",0,0,"730,14",0,CAPELA DO SOCORRO
68439,M,36,Privada,5861,"54,15",0,0,"3122,6",0,ITAIM PAULISTA
68664,F,34,Pública,5384,"856,83",0,0,0,0,VILA MARIA-VILA GUILHERME
68670,M,30,Pública,5167,"555,49",0,0,"2386,8",0,FREGUESIA-BRASILANDIA
69592,M,29,Privada,"6950,4","941,57",0,0,"1921,35",0,BUTANTA
69593,M,33,Privada,"6263,4","1054,38",0,0,"1149,16",0,LAPA
69863,M,30,Privada,"3929,8","715,13",0,0,0,0,CAPELA DO SOCORRO
70792,M,34,Privada,5843,"817,84",0,0,258,0,VILA MARIA-VILA GUILHERME
71050,F,30,Privada,5554,"878,44",0,0,1266,0,SAPOPEMBA
71432,F,37,Privada,6126,"949,69",0,0,"3783,65",0,SAPOPEMBA
71473,M,30,Privada,5623,"1020,48",0,0,4753,1,CAMPO LIMPO
71578,F,27,Pública,3988,"-83,61",0,0,2643,0,CIDADE TIRADENTES
71831,F,28,Pública,"3938,2","748,42",0,0,"3878,14",1,SAO MIGUEL
72122,F,37,Pública,"5630,9","-606,68",0,0,0,0,VILA PRUDENTE
72292,M,29,Autônomo,"5734,3","-560,42","15902,13","12100,01",0,0,LAPA
73065,M,29,Pública,"7466,2","902,52",0,0,268,0,SE
73116,M,32,Privada,3864,"569,41",0,0,2333,0,SAO MIGUEL
73151,M,30,Autônomo,"4282,4","774,38",0,0,"2644,11",0,JACANA-TREMEMBE
73794,M,32,Privada,8211,"918,29","17537,74","8477,53",0,0,VILA MARIANA
73963,M,30,Pública,4336,"1053,82",0,0,1145,0,CIDADE ADEMAR
74034,F,27,Privada,5053,"1080,27","15254,1","18363,06",0,0,SANTANA-TUCURUVI
74663,M,34,Privada,5625,"-41,18",0,0,865,1,ARICANDUVA-FORMOSA-CARRAO
75324,F,31,Pública,5371,"758,65",0,0,0,0,ITAIM PAULISTA
76265,M,30,Privada,5654,"566,96","16952,69","12479,49",0,0,SANTANA-TUCURUVI
76296,M,31,Privada,"7346,25","776,56",0,0,"1183,72",0,MOOCA
76377,M,34,Privada,"4194,4","-99,75",0,0,0,0,SAO MATEUS
76507,M,34,Privada,"4006,1","1293,43",0,0,1715,0,ITAQUERA
76510,F,29,Autônomo,"5652,9","-12,43",0,0,"1085,06",0,VILA PRUDENTE
77104,M,35,Privada,"3934,45","1112,85",0,0,"28,504,255",1,M'BOI MIRIM
77229,F,32,Privada,"6535,2","-51,4",0,0,5346,1,BUTANTA
77321,M,35,Privada,5857,"1010,59",0,0,"3760,2",0,VILA MARIA-VILA GUILHERME
77504,M,34,Pública,6068,"967,37",0,0,"356,61",0,ITAIM PAULISTA
77636,M,34,Privada,5876,"629,14",0,0,376,0,SAPOPEMBA
77833,M,34,Autônomo,13176,"-78,73",0,0,"3039,39",1,PIRITUBA-JARAGUA
78112,M,34,Privada,"4601,6","699,73",0,0,0,0,GUAIANASES
78131,M,30,Autônomo,"3698,1","1057,06",0,0,0,0,SAO MATEUS
78443,F,28,Pública,"3565,8","-91,93",0,0,"2435,01",1,PARELHEIROS
78758,M,35,Privada,8085,"673,45",0,0,544,0,SE
78970,M,33,Privada,5779,"1008,3",0,0,"1043,96",1,SANTANA-TUCURUVI
79111,F,28,Privada,"6682,5","859,24","16175,37","8272,56",0,0,MOOCA
79990,F,30,Pública,"5997,2","834,53","16244,59","12228,74",0,0,VILA PRUDENTE
80003,F,31,Pública,5427,"816,82",0,0,0,0,PENHA
80019,M,33,Privada,"4866,4","1022,32",0,0,124,0,JACANA-TREMEMBE
80107,F,30,Autônomo,"3532,2","-28,59",0,0,"607,64",1,SAO MATEUS
80549,M,35,Privada,"7027,2","1018,04","17536,92","8179,04",0,0,BUTANTA
80651,F,29,Privada,"3796,8","726,06",0,0,3699,1,ITAQUERA
81011,F,26,Autônomo,4835,"527,2",0,0,"84,95",1,PERUS
81084,M,34,Privada,"7830,2","-72,56",0,0,"1770,82",1,SE
81378,M,39,Privada,6171,"916,46",0,0,"2474,24",0,PENHA
81625,M,35,Privada,6037,"-679,82",0,0,765,1,ARICANDUVA-FORMOSA-CARRAO
81823,M,29,Pública,"3727,5","642,65",0,0,0,0,PARELHEIROS
82115,F,29,Privada,6445,"-520,42",0,0,"2009,47",0,CASA VERDE-CACHOEIRINHA
82702,F,27,Privada,5231,"407,38",0,0,"2138,83",0,PENHA
82721,F,35,Autônomo,6503,"-112,05",0,0,"1076,42",1,SE
82840,M,33,Privada,5872,"897,65",0,0,"2202,79",0,ERMELINO MATARAZZO
82983,M,33,Privada,"6415,2","860,09",0,0,0,0,SANTO AMARO
83016,F,30,Privada,4140,"642,75",0,0,"914,01",1,GUAIANASES
83067,F,32,Autônomo,5569,"-92,52",0,0,"2189,24",1,PENHA
83876,F,30,Privada,6310,"-493,38",0,0,"2671,29",1,CASA VERDE-CACHOEIRINHA
83933,F,28,Autônomo,4954,"-204,26",0,0,"1911,14",1,FREGUESIA-BRASILANDIA
84340,F,27,Autônomo,"3237,5","410,02",0,0,0,0,PARELHEIROS
84358,M,32,Privada,5893,"-3,41",0,0,"2143,04",1,FREGUESIA-BRASILANDIA
84419,F,27,Pública,5026,"677,38",0,0,"2755,55",1,PENHA
84491,M,31,Pública,5307,"427,72",0,0,"2195,72",0,VILA MARIA-VILA GUILHERME
84545,M,31,Pública,5424,"699,84",0,0,"3108,62",0,PIRITUBA-JARAGUA
84914,F,27,Autônomo,"5152,4","-6,56",0,0,"1071,67",0,VILA PRUDENTE
85001,F,32,Privada,"3703,7","616,78",0,0,1375,0,ITAQUERA
85025,M,32,Pública,"5903,7","842,09",0,0,0,0,SANTO AMARO
85372,F,28,Privada,7826,"1045,54","16574,76","10641,09",0,0,VILA MARIANA
85715,M,36,Autônomo,"6922,3","1072,22",0,0,"2049,04",0,JABAQUARA
86028,M,35,Privada,6149,"853,75",0,0,435,0,JABAQUARA
86376,F,31,Autônomo,"3825,5","-377,68",0,0,"5180,18",1,CAPELA DO SOCORRO
86575,F,32,Privada,"6952,5","734,82","16480,15","11897,19",0,0,MOOCA
86853,M,36,Privada,"4188,1","789,6",0,0,3588,1,PARELHEIROS
86923,M,35,Privada,"8089,2","1144,78",0,0,"1000,68",0,SE
86930,F,29,Privada,"6708,75","1048,17",0,0,"2040,19",0,CASA VERDE-CACHOEIRINHA
86975,F,30,Privada,"6766,25","734,53",0,0,0,0,MOOCA
87144,M,32,Privada,"3873,8","1121,87",0,0,"3428,33",1,ITAQUERA
87864,M,35,Pública,"7936,6","872,28","17265,94","10763,78",0,0,VILA MARIANA
88013,M,34,Privada,5850,"905,1",0,0,375,0,SAPOPEMBA
88030,F,29,Privada,5164,"766,26",0,0,"2848,44",0,PIRITUBA-JARAGUA
88076,M,37,Privada,"5128,8","-47,85",0,0,"5324,41",1,CIDADE ADEMAR
88183,F,32,Pública,5343,"451,5",0,0,"3276,59",0,PIRITUBA-JARAGUA
88234,F,32,Pública,"3732,4","877,59",0,0,"838,76",0,CAPELA DO SOCORRO
88257,F,32,Pública,"3482,7","378,37",0,0,1247,0,M'BOI MIRIM
88381,M,33,Privada,"3842,3","947,82",0,0,0,0,SAO MATEUS
88556,M,35,Privada,4524,"879,62",0,0,"2393,12",0,JACANA-TREMEMBE
88583,M,32,Privada,"7817,6","908,9","16596,68","17965,77",0,0,VILA MARIANA
88703,F,27,Privada,"5947,7","915,37",0,0,0,0,SANTO AMARO
88969,M,34,Privada,5965,"874,39",0,0,1184,0,CAMPO LIMPO
89019,F,31,Pública,6012,"337,02",0,0,"1857,36",0,BUTANTA
89226,M,41,Privada,"12919,5","643,46","17153,27","11864,85",0,0,PINHEIROS
89342,M,33,Privada,"3999,8","1199,64",0,0,"3779,17",0,ITAQUERA
89431,F,30,Privada,"6632,4","717,41",0,0,"2403,73",0,BUTANTA
89521,F,31,Privada,5150,"810,41",0,0,"3356,15",1,SAPOPEMBA
89673,F,27,Autônomo,5032,"251,18",0,0,"1439,13",0,ARICANDUVA-FORMOSA-CARRAO
89934,M,35,Privada,"8017,8","910,52","17119,74","5993,55",0,0,VILA MARIANA
90064,F,29,Privada,5251,"-71,35",0,0,4236,1,SAPOPEMBA
90083,F,29,Pública,5477,"682,52",0,0,354,0,FREGUESIA-BRASILANDIA
90243,M,32,Pública,5338,"816,52",0,0,294,0,FREGUESIA-BRASILANDIA
90246,F,29,Pública,3591,"481,32",0,0,0,0,CAPELA DO SOCORRO
90279,M,37,Privada,"4829,6","730,64",0,0,3498,1,GUAIANASES
90451,M,30,Autônomo,5269,"753,81","15590,06","10672,49",0,0,SANTANA-TUCURUVI
90485,F,32,Privada,"6088,5","785,52",0,0,"2617,15",0,JABAQUARA
90634,M,35,Privada,"4020,8","719,51",0,0,0,0,SAO MIGUEL
90971,M,34,Privada,"6265,6","-63,46",0,0,"2988,43",0,JABAQUARA
91051,M,35,Privada,"4696,8","769,72",0,0,2476,0,CIDADE TIRADENTES
91053,M,36,Privada,4476,"916,22",0,0,"2878,02",0,JACANA-TREMEMBE
91321,M,30,Privada,"7705,6","739,6","16754,21","11735,19",0,0,VILA MARIANA
91548,F,30,Privada,"3684,8","77,86",0,0,475,0,CAPELA DO SOCORRO
91699,M,31,Privada,"13162,5","1174,98","17454,23","13545,48",0,0,PINHEIROS
91742,M,32,Privada,"3908,8","983,63",0,0,2280,0,SAO MATEUS
91869,M,32,Privada,"7281,3","-86,08",0,0,"1491,45",1,IPIRANGA
92051,M,29,Privada,"4486,95","-236,35",0,0,"32,043,505",1,M'BOI MIRIM
92352,F,32,Privada,"6578,4","-96,75",0,0,4566,1,BUTANTA
92461,M,29,Pública,5263,"756,31",0,0,"2487,53",0,PENHA
92494,M,32,Privada,5623,"880,25",0,0,1299,0,PIRITUBA-JARAGUA
92796,F,26,Autônomo,"5511,6","-77,24",0,0,4367,1,BUTANTA
92908,M,34,Privada,"6374,5","-81,74",0,0,"3015,81",1,JABAQUARA
93147,F,29,Pública,5158,"659,12",0,0,"2373,33",0,FREGUESIA-BRASILANDIA
93542,M,32,Privada,"3584,75","-61,52",0,0,"25,869,025",1,M'BOI MIRIM
93809,F,34,Autônomo,"5906,25","814,03","14177,52","9574,33",0,0,MOOCA
94011,M,35,Privada,"13434,75","-36,79","17816,56","8726,74",0,0,PINHEIROS
94143,M,31,Pública,"3935,4","792,77",0,0,2373,1,PARELHEIROS
94222,M,34,Privada,"4100,6","1127,14",0,0,0,0,SAO MATEUS
94495,M,28,Autônomo,5173,"543,34","15712,14","15039,51",0,0,SANTANA-TUCURUVI
94535,F,29,Privada,"6652,1","866,96",0,0,"1770,85",0,IPIRANGA
94581,M,30,Privada,"6740,4","1130,91",0,0,"1911,95",0,BUTANTA
94722,M,39,Privada,"4111,1","983,16",0,0,0,0,PARELHEIROS
95108,M,32,Autônomo,"6692,5","1339,54",0,0,"2275,16",1,CASA VERDE-CACHOEIRINHA
95179,F,28,Privada,"3283,8","839,14",0,0,64,0,M'BOI MIRIM
95250,M,35,Privada,5740,"864,68",0,0,352,0,SAPOPEMBA
95988,M,35,Privada,6194,"910,17",0,0,0,0,PIRITUBA-JARAGUA
96418,F,30,Autônomo,"6867,9","861,23",0,0,0,0,IPIRANGA
96493,F,37,Privada,6203,"-8,84",0,0,"5237,12",1,ITAIM PAULISTA
96669,F,32,Privada,"6943,3","685,55",0,0,375,0,IPIRANGA
96770,M,33,Autônomo,"7849,8","670,02","16721,36","4731,74",0,0,VILA MARIANA
96914,M,34,Privada,"6372,3","806,35",0,0,"1720,54",1,LAPA
97277,M,40,Pública,11853,"918,38","17487,72","6030,83",0,0,PINHEIROS
97409,M,35,Privada,5769,807,0,0,375,0,CAMPO LIMPO
97581,M,31,Pública,"6819,8","929,95","15711,43",11341,0,0,IPIRANGA
97644,F,30,Privada,5091,"-285,66","15231,41","8609,22",0,0,SANTANA-TUCURUVI
97693,M,32,Privada,5656,"1021,45",0,0,"4119,35",1,ITAIM PAULISTA
97907,F,28,Autônomo,5085,"742,1",0,0,"1726,36",1,ARICANDUVA-FORMOSA-CARRAO
97951,F,30,Pública,5022,"-306,5",0,0,"1269,68",1,ARICANDUVA-FORMOSA-CARRAO
98325,F,28,Privada,4971,"279,46",0,0,"2224,92",0,ERMELINO MATARAZZO
98661,M,31,Privada,5841,"878,31",0,0,"1588,36",0,ARICANDUVA-FORMOSA-CARRAO
99693,F,33,Privada,5523,"907,84",0,0,"1888,18",0,ARICANDUVA-FORMOSA-CARRAO
99951,F,33,Privada,5862,"1269,47",0,0,92,0,ITAIM PAULISTA
99956,F,35,Privada,"6218,4","883,14",0,0,"1856,47",0,BUTANTA
99985,F,31,Autônomo,"4090,8","-70,68",0,0,4403,1,ITAQUERA
